lyrics,Emotion
"আমার যেন মৃত্যু হয় সূর্য ওঠার আগে
 সূর্যের কাছে যে আমার অনেক ঋণ আছে
 তাই আমি দেখতে চাই না এই সূর্যটাকে
 আমার যেন মৃত্যু হয় সূর্য ওঠার আগে",sadness
"দেহের পচনটা বাড়ছে একটু একটু করে
 অসীম এই যন্ত্রনা মোরে বোবা করে রাখে
 সুখ নামের শব্দটা যে অচেনা লাগে
 চলে গেছে কোথায় আমায় একা ফেলে",sadness
"দেখতে আর ভালো লাগে না ওই নীল আকাশটা
 সারারাত তাকিয়ে দেখি ঘরের সিলিংটা
 ইচ্ছে ছিল পৃথিবীটা বদলে দেবার
 ইচ্ছে ছিল গীটার হাতে যুদ্ধে যাবার",anger
"চারিদিকে আঁধার অশ্লীল কালো
 স্রষ্টার কাছে মিনতি দেখাও একটূ আলো
 দেহের এই অসুখটা বাড়ছে প্রতিদিনই
 জীবনের শেষ ঘণ্টাটা তো এখনো বাজতে বাকী",sadness
"আমার যেন মৃত্যু হয় সূর্য ওঠার আগে
 সূর্যের কাছে যে আমার অনেক ঋণ আছে
 তাই আমি দেখতে চাই না এই সূর্যটাকে
 আমার যেন মৃত্যু হয় সূর্য ওঠার আগে...",sadness
"চারিদিকে আঁধার অশ্লীল কালো
 স্রষ্টার কাছে মিনতি দেখাও একটূ আলো
 দেহের এই অসুখটা বাড়ছে প্রতিদিনই
 জীবনের শেষ ঘণ্টাটা যে বাজতে এখনো বাকী",sadness
"কখনও কি তোমার মনে হয়েছে তুমি কোথাও নেই?
 শুরু কিংবা শেষ অথবা মাঝামাঝি (এক নিমেষে)?
 বজ্রপাত হোক আর না হোক
 ঘুম তোমার ভাঙ্গুক আর না ভাঙ্গুক
 চারিপাশে থাকবে তোমারই সবসময় অন্ধকার",sadness
"তুমি বলেছিলে মানুষ বদলায়
 আমিও বদলে গেছি
 বুকের মাঝে জাপটে ধরে থাকা
 হারিয়ে গেছে",sadness
"তোমার জন্য লিখতে লিখতে আমার হাত কি এখন কেঁপে ওঠার কথা?
 অথবা আমার দৃষ্টিটা কি একটু ঝাপসা হবার কথা?
 আমার আগের মত কান্না পায়না
 আমার তোমার জন্য রক্ত ঝরেনা, আমার এক ফোঁটা রক্ত
 তোমার মানসিক ভারসাম্যহীন নপুংষক চিন্তাধারার চেয়ে অনেক দামী",anger
"তুমি বলেছিলে মানুষ বদলায়
 আমিও বদলে গেছি
 বুকের মাঝে জাপটে ধরে থাকা
 হারিয়ে গেছে",sadness
"অচেনা শহর অচেনা ঘর, চেনা মুখ তুমি অজানা পর
 খুব চেনা রাস্তার কোনো এক বাঁকে, সব চেনা হারালে বলো কি থাকে?",sadness
"এতো কাছে ভালোবাসা সচেতন সুখ, এতটা ব্যাকুল চাওয়া খুব প্রিয় মুখ
 এতোটা আগলে রাখা স্বার্থের ধন, তবু কি চেনা যায় এত চেনা মন?",happiness
"বেদুইন সন্ধানে মরু উদ্যান, চাতক পাখির প্রাণে মেঘলা গান
 পথ খুঁজে পথে আর হাঁটেনা স্লোগান, প্রসারিত বুকে তাই নেই আহ্বান
 অচেনা শহর অচেনা ঘর, চেনা মুখ তুমি অজানা পর
 খুব চেনা রাস্তার কোনো এক বাঁকে",nostalgia
"অশ্লীল আঁধার কালো, ঘরে বসে আমি একা
 কেউ নেই মোর পাশে, চারিদিকে শুধু শূন্যতা
 জানালার দিয়ে জোছনা দেখার চেষ্টা
 উল্টাতে শুরু করি হারানো স্মৃতির পাতা",sadness
"আজ আমার রক্তের রঙ হয়ে গেছে কালো
 কে যেন ডাকছে আমায় নরক দেখতে চলো
 মনে পড়ছে মা আজ তোমায়
 বাবার সেই কথাগুলো মোরে কাঁদায়",sadness
